movieId,imdbId,tmdbId,year
152,0112288,34996,1995
153,0112462,414,1995
154,0061395,649,1967
155,0112495,1873,1995
156,0112541,5894,1995
157,0109370,1775,1995
158,0112642,8839,1995
159,0112688,20649,1995
160,0112715,10329,1995
161,0112740,8963,1995
162,0109508,26564,1994
163,0112851,8068,1995
164,0112857,8512,1995
165,0112864,1572,1995
166,0112887,13552,1995
168,0113071,6520,1995
169,0113114,9073,1995
170,0113243,10428,1995
171,0113464,17447,1995
172,0113481,9886,1995
173,0113492,9482,1995
174,0113500,19326,1995
175,0113540,9344,1995
176,0113677,9071,1995
177,0113690,8973,1995
178,0107447,15730,1993
179,0113729,47608,1995
180,0113749,2293,1995
181,0113820,9070,1995
183,0110604,48787,1995
184,0110620,34574,1994
185,0113957,1642,1995
186,0113986,11472,1995
187,0114095,36196,1995
188,0114194,11980,1995
189,0114241,58372,1995
190,0114323,32646,1995
191,0114345,10533,1995
193,0114436,10802,1995
194,0114478,10149,1995
195,0114496,18402,1995
196,0114508,9348,1995
198,0114558,281,1995
199,0058450,5967,1964
201,0114663,47939,1995
202,0114702,36834,1995
203,0114682,9090,1995
204,0114781,3512,1995
205,0114798,52856,1995
206,0114805,77350,1995
207,0114887,9560,1995
208,0114898,9804,1995
209,0114928,31611,1995
210,0114938,65796,1995
211,0109340,49805,1994
212,0112602,26258,1995
213,0111579,50797,1994
214,0110882,19155,1994
215,0112471,76,1995
216,0112508,11017,1995
217,0112438,37141,1995
218,0112571,9382,1995
219,0112757,6715,1995
220,0112643,18256,0
222,0112679,22625,1995
223,0109445,2292,1994
224,0112883,1909,1994
225,0109635,8984,1994
227,0109676,4954,1994
228,0112854,62488,1995
229,0109579,10531,1994
230,0109642,11929,1995
231,0109686,8467,1994
232,0111797,10451,1994
233,0109759,20156,1994
234,0109758,18395,1994
235,0109707,522,1994
236,0113117,397,1995
237,0113097,10525,1995
238,0113028,27985,1995
239,0113198,15789,1995
240,0113303,27303,1995
241,0113089,21183,1995
242,0109771,10954,1994
243,0113199,47867,1995
246,0110057,14275,1994
247,0110005,1024,1994
248,0110066,17207,1995
249,0110116,13701,1994
250,0110006,14819,1995
251,0113360,32631,1995
252,0110099,11777,1994
253,0110148,628,1994
254,0113463,87729,1995
255,0110189,18713,1995
256,0110216,6280,1994
257,0113501,9061,1995
258,0113538,37108,1995
259,0113552,6071,1995
260,0076759,11,1977
261,0110367,9587,1994
262,0113670,19101,1995
263,0110296,49980,1994
265,0103994,18183,1992
266,0110322,4476,1994
267,0110443,11008,1995
269,0107566,32325,1993
270,0110391,43742,1994
271,0113691,28313,1995
272,0110428,11318,1994
273,0109836,3036,1994
274,0113755,40490,1995
275,0110538,24070,1994
276,0110516,8986,1994
277,0110527,10510,1994
278,0113808,17402,1995
279,0113896,38722,1995
280,0113870,8438,1995
281,0110684,11593,1994
282,0110638,1945,1994
283,0113967,39310,1995
284,0117169,109560,1993
285,0106402,56428,1994
287,0110671,131957,1994
288,0110632,241,1994
289,0110737,9058,1994
290,0110729,527,1994
291,0114151,18220,1996
292,0114069,6950,1995
293,0110413,101,1994
294,0114113,63020,1995
295,0114210,2307,1995
296,0110912,680,1994
298,0105652,25296,1991
299,0110889,40156,1994
300,0110932,11450,1994
301,0114129,30304,1994
302,0110963,10452,1994
303,0114214,12106,1995
304,0114296,161495,1995
305,0110907,3586,1994
306,0111495,110,1994
307,0108394,108,1993
308,0111507,109,1994
310,0114268,36357,0
311,0110965,92769,1994
312,0114571,28033,1995
313,0111333,22586,1994
314,0111112,14334,1994
315,0111255,2636,1994
316,0111282,2164,1994
317,0111070,11395,1994
318,0111161,278,1994
319,0111149,9905,1994
320,0108260,87078,1993
321,0106966,12527,1993
322,0114594,20306,1994
324,0111309,36614,1994
325,0113936,27993,1995
326,0110081,31439,1994
327,0114614,9067,1995
328,0114608,9059,1995
329,0111280,193,1994
330,0114609,25066,1995
331,0111454,46797,1994
332,0114852,12122,1995
333,0114694,11381,1995
334,0111590,32636,1994
335,0114788,36141,1995
336,0114888,95963,1995
337,0108550,1587,1993
338,0114857,9271,1995
339,0114924,2064,1995
340,0111667,19855,1994
341,0109655,60855,1994
342,0110598,236,1994
343,0112435,48287,1995
344,0109040,3049,1994
345,0109045,2759,1994
346,0106339,12635,1994
347,0104779,10497,1992
348,0109348,11382,1994
349,0109444,9331,1994
350,0109446,10731,1994
351,0109484,10464,1994
352,0109504,34152,1994
353,0109506,9495,1994
354,0109450,29973,1994
355,0109813,888,1994
356,0109830,13,1994
357,0109831,712,1994
358,0113305,16295,1995
359,0110091,48992,1994
360,0110093,10879,1994
361,0110167,10660,1994
362,0110213,10714,1994
363,0107472,41647,1993
364,0110357,8587,1994
365,0107426,1689,1993
366,0111686,11596,1994
367,0110475,854,1994
368,0110478,9359,1994
369,0110588,23333,1994
370,0110622,36593,1994
371,0110771,12280,1994
372,0110950,2788,1994
373,0105226,10427,1993
374,0110989,11011,1994
376,0110997,8987,1994
377,0111257,1637,1994
378,0111256,15128,1994
379,0111438,8831,1994
380,0111503,36955,1994
381,0111693,10449,1994
382,0111742,10395,1994
383,0111756,12160,1994
384,0112443,40480,1995
385,0110455,52038,1994
386,0111048,29444,1994
387,0110399,26352,1994
388,0112570,39953,1994
389,0109454,41580,1994
390,0059170,315,1965
391,0110186,22067,1994
393,0111301,11667,1994
405,0110027,8011,1994
406,0109785,171857,1994
407,0113409,2654,1994
408,0109021,18069,1994
409,0109035,19092,1994
410,0106220,2758,1993
412,0106226,10436,1993
413,0109068,13595,1994
414,0109067,46094,1994
415,0106292,9409,1993
416,0109198,11853,1994
417,0109219,16771,1994
418,0106379,46924,1994
419,0106400,11041,1993
420,0109254,306,1994
421,0109279,14522,1994
422,0109297,26203,1993
423,0109303,178,1994
424,0109305,19819,1994
425,0109306,57834,1994
426,0106452,4722,1993
427,0106471,18215,1993
428,0106489,1607,1993
429,0109361,26391,1994
430,0106505,117553,1993
431,0106519,6075,1993
432,0109439,11310,1994
433,0109443,18658,1994
434,0106582,9350,1993
435,0106598,9612,1993
436,0109456,2124,1994
437,0109480,26261,1994
438,0109493,19176,1994
440,0106673,11566,1993
441,0106677,9571,1993
442,0106697,9739,1993
444,0106834,34444,1993
445,0106873,26141,1993
446,0106332,10997,1993
448,0106881,10443,1993
449,0106880,20239,1993
450,0111732,16297,1994
451,0106926,18551,1993
452,0111712,25440,1994
453,0106941,9024,1993
454,0106918,37233,1993
455,0106965,1634,1993
456,0109842,13815,1994
457,0106977,5503,1993
458,0107004,35588,1993
459,0109890,2087,1994
460,0109891,41579,1994
461,0109913,18620,1994
464,0107076,2019,1993
466,0107144,9255,1993
467,0113674,26271,1995
468,0112966,10612,1995
469,0107151,2259,1993
470,0110064,16097,1994
471,0110074,11934,1994
472,0110097,106143,1994
473,0110123,12475,1994
474,0107206,9386,1993
475,0107207,7984,1993
476,0110137,59930,1994
477,0108551,15765,1993
478,0110197,31643,1994
479,0107286,6,1993
480,0107290,329,1993
481,0107302,10909,1993
482,0110265,507,1993
484,0110305,29918,1994
485,0107362,9593,1993
486,0107413,42580,1993
487,0110353,22317,1994
488,0107468,1413,1993
489,0107478,12121,1993
490,0107497,2246,1993
491,0107501,10502,1993
492,0107507,10440,1993
493,0107554,9516,1993
494,0116253,2320,1996
495,0074102,5879,1976
496,0111689,83718,1994
497,0107616,11971,1993
499,0107613,31911,1993
500,0107614,788,1993
501,0107653,21450,1993
502,0110657,11231,1994
504,0110678,10447,1994
505,0110687,31586,1994
506,0107756,9300,1992
507,0107808,9559,1993
508,0107818,9800,1993
509,0107822,713,1993
510,0107840,8291,1993
511,0107889,18133,1993
512,0111003,25557,1994
513,0110939,22588,1994
514,0110955,10872,1994
515,0107943,1245,1993
516,0110971,11858,1994
517,0107969,7007,1993
518,0111001,10467,1994
519,0107978,5550,1993
520,0107977,8005,1993
521,0107983,2088,1993
522,0105275,10412,1992
523,0108000,47889,1993
524,0108002,14534,1993
526,0105032,41878,1992
527,0108052,424,1993
528,0111094,35233,1994
529,0108065,14291,1993
531,0108071,11236,1993
532,0111127,11592,1994
533,0111143,8850,1994
534,0108101,10445,1993
535,0108122,695,1993
536,0111194,43535,1994
537,0111201,12519,1994
538,0108149,23210,1993
539,0108160,858,1993
540,0108162,867,1993
541,0083658,78,1982
542,0108186,13203,1993
543,0108174,10442,1993
544,0108238,11074,1993
546,0108255,9607,1993
547,0111323,17585,1994
548,0111400,9057,1994
549,0108328,20967,1993
550,0111418,10635,1994
551,0107688,9479,1993
552,0108333,10057,1993
553,0108358,11969,1993
555,0108399,319,1993
556,0108515,26408,1993
558,0110763,15139,1994
562,0114906,11446,1995
563,0107002,51980,1993
564,0109403,24405,1994
567,0107315,8223,1993
568,0106408,14587,1993
569,0110363,31504,1994
573,0107225,23637,1992
574,0111252,17600,1994
575,0110366,10897,1994
577,0109120,21352,1994
579,0108059,68806,1993
580,0110892,37345,1994
581,0112651,32562,1995
583,0109382,25403,1993
585,0112572,9066,1995
586,0099785,771,1990
587,0099653,251,1990
588,0103639,812,1992
589,0103064,280,1991
590,0099348,581,1990
592,0096895,268,1989
593,0102926,274,1991
594,0029583,408,1937
595,0101414,10020,1991
596,0032910,10895,1940
597,0100405,114,1990
599,0065214,576,1969
600,0110395,15477,1994
602,0109934,124472,1994
605,0117247,7300,1996
606,0112625,10824,1995
608,0116282,275,1996
609,0116552,25059,1996
610,0082509,11827,1981
611,0116514,8766,1996
612,0117283,23570,1996
613,0116684,47333,1996
615,0070506,51242,1974
616,0065421,10112,1970
617,0113083,4307,1995
618,0118001,46029,1995
619,0116165,32308,1996
626,0117891,28121,1996
627,0113613,12520,1995
628,0117381,1592,1996
631,0115509,19042,1996
632,0114671,38884,1995
633,0112844,47449,1995
634,0114658,36259,1995
635,0116275,41852,1996
636,0113122,40926,1995
637,0117608,9099,1996
638,0113448,2021,1995
639,0116414,61752,1996
640,0116095,10988,1996
645,0113947,12652,1995
647,0115956,10684,1996
648,0117060,954,1996
649,0109028,68445,1995
650,0117071,18989,1996
653,0116136,8840,1996
656,0116168,11107,1996
661,0116683,10539,1996
662,0116287,10543,1996
663,0116768,18414,1996
665,0114787,11902,1995
667,0112536,25087,1996
668,0048473,5801,1955
670,0052572,896,1959
671,0117128,3065,1996
673,0117705,2300,1996
674,0062711,8069,1968
678,0108181,27768,0
679,0114307,221917,1995
680,0058898,8072,1965
685,0113443,33245,1996
688,0114048,27281,1995
691,0117104,40001,1996
692,0117688,29621,1996
694,0117774,20762,1996
695,0114736,37144,0
697,0116289,12656,1996
698,0109593,38867,1995
700,0112368,25969,1995
703,0115742,43634,1996
704,0117420,9103,1996
706,0117784,29649,1996
707,0117107,10990,1996
708,0117979,8866,1996
709,0095776,12233,1988
710,0115851,23449,1996
711,0116322,36355,1996
714,0112817,922,1995
715,0113362,11876,1995
718,0108500,11687,1993
719,0117108,9304,1996
720,0118114,503475,0
722,0113270,73183,1995
724,0115963,9100,1996
725,0116448,20759,1996
726,0116827,46063,1996
728,0112701,32513,0
731,0116508,36915,1996
733,0117500,9802,1996
735,0109592,21588,1994
736,0117998,664,1996
737,0115624,11867,1996
741,0113568,9323,1995
742,0117894,10280,1996
743,0117723,10535,1996
745,0112691,532,0
747,0117768,16299,1996
748,0115571,10547,1996
750,0057012,935,1964
757,0109688,40751,1994
759,0110480,85778,1994
760,0108211,11101,1993
761,0117331,9826,1996
762,0117765,9879,1996
764,0113280,22621,1995
765,0116669,7095,1996
766,0116594,26890,1996
773,0070820,77771,1973
775,0063715,41225,1968
778,0117951,627,1996
779,0118523,32872,1997
780,0116629,602,1996
781,0117737,14553,1996
782,0116277,9566,1996
783,0116583,10545,1996
784,0115798,9894,1996
785,0116778,11543,1996
786,0116213,9268,1996
788,0117218,9327,1996
790,0111546,81949,1994
791,0113610,,1994
795,0111237,44535,1994
798,0116040,11228,1996
799,0116365,10779,1996
800,0116905,26748,1996
801,0116493,38223,1996
802,0117333,9294,1996
803,0118113,49963,1996
804,0117628,11363,1996
805,0117913,1645,1996
806,0115530,31546,1996
808,0115493,36344,1996
809,0116320,18550,1996
810,0116756,11511,1996
813,0116823,34170,1996
818,0118073,12606,1996
823,0061495,4837,1967
824,0110246,12632,1993
828,0115472,18975,1996
829,0116707,11962,1996
830,0116313,2925,1996
832,0117438,3595,1996
833,0116531,9308,1996
835,0116353,18555,1996
836,0115857,12123,1996
837,0117008,10830,1996
838,0116191,3573,1996
839,0115986,10546,1996
840,0116571,18862,1996
841,0053459,31417,1960
842,0117826,9431,1996
848,0117718,47907,1996
849,0116225,10061,1996
851,0115632,549,1996
852,0117918,10478,1996
858,0068646,238,1972
861,0104558,11134,1992
866,0115736,9303,1996
867,0115836,23945,1996
869,0116745,22479,1996
870,0119214,9054,1997
875,0110693,410921,1994
876,0106544,38955,1993
879,0120004,11015,1997
880,0116654,9306,1996
881,0116311,12559,1996
882,0117965,58770,1996
885,0115725,3587,1996
886,0115783,10723,1996
888,0113596,19004,0
889,0109001,101230,1994
891,0113253,10987,1995
892,0117991,44705,1996
893,0117093,20318,1996
896,0111019,26933,1994
897,0035896,27854,1943
898,0032904,981,1940
899,0045152,872,1952
900,0043278,2769,1951
901,0050419,13320,1957
902,0054698,164,1961
903,0052357,426,1958
904,0047396,567,1954
905,0025316,3078,1934
906,0036855,13528,1944
907,0025164,28288,1934
908,0053125,213,1959
909,0053604,284,1960
910,0053291,239,1959
911,0056923,4808,1963
912,0034583,289,1942
913,0033870,963,1941
914,0058385,11113,1964
915,0047437,6620,1954
916,0046250,804,1953
917,0031580,26531,1939
918,0037059,909,1944
919,0032138,630,1939
920,0031381,770,1939
921,0084370,31044,1982
922,0043014,599,1950
923,0033467,15,1941
924,0062622,62,1968
926,0042192,705,1950
927,0032143,22490,1939
928,0032976,223,1940
929,0032484,25670,1940
930,0038787,303,1946
931,0038109,4174,1945
932,0050105,8356,1957
933,0048728,381,1955
934,0042451,20758,1950
935,0045537,29376,1953
936,0031725,1859,1939
937,0050658,18299,1957
938,0051658,17281,1958
940,0029843,10907,1938
941,0032762,32093,1940
942,0037008,1939,1944
943,0039420,22292,1947
944,0029162,3598,1937
945,0027125,3080,1935
946,0035446,198,1942
947,0028010,13562,1936
948,0049261,1712,1956
949,0048028,220,1955
950,0025878,3529,1934
951,0032599,3085,1940
952,0048960,2897,1956
953,0038650,1585,1946
954,0031679,3083,1939
955,0029947,900,1938
956,0034012,43795,1941
959,0025586,43905,1934
961,0027893,23114,1936
963,0041509,40206,1949
965,0026029,260,1935
968,0063350,10331,1968
969,0043265,488,1951
970,0046414,22733,1953
971,0051459,261,1958
973,0033891,32574,1941
976,0022879,22649,1932
979,0114007,125587,1995
981,0118927,52855,1997
982,0048491,39940,1956
984,0117357,85328,1995
986,0116329,11076,1996
987,0118742,63945,1997
988,0116442,58985,1996
990,0117011,10861,1996
991,0117039,1770,1996
993,0116635,2033,1996
994,0115678,18203,1996
996,0116830,9333,1996
998,0117603,9400,1996
999,0115438,9401,1996
1003,0116259,11306,1996
1004,0116421,9625,1996
1005,0116000,10680,1996
1006,0115862,6346,1996
1007,0072653,18660,1975
1008,0047977,35115,1955
1009,0072951,14821,1975
1010,0064603,14136,1968
1011,0071607,10869,1974
1012,0050798,22660,1957
1013,0055277,19186,1961
1014,0054195,31102,1960
1015,0107131,6878,1993
1016,0053271,15944,1959
1017,0054357,18444,1960
1018,0059793,20723,1965
1019,0046672,173,1954
1020,0106611,864,1993
1021,0109127,24795,1994
1022,0042332,11224,1950
1023,0063819,81310,0
1024,0038166,15947,1944
1025,0057546,9078,1963
1027,0102798,8367,1991
1028,0058331,433,1964
1029,0033563,11360,1941
1030,0076538,11114,1977
1031,0066817,12335,1971
1032,0043274,12092,1951
1033,0082406,10948,1981
1034,0116361,11229,1996
1035,0059742,15121,1965
1036,0095016,562,1988
1037,0104692,10163,1992
1040,0117582,47199,1996
1041,0117589,11159,1996
1042,0117887,9591,1996
1043,0117924,30500,1996
1046,0115640,10938,1996
1047,0116908,11412,1996
1049,0116409,10586,1996
1050,0116913,42314,1996
1051,0117958,27845,1996
1053,0117202,23223,1996
1054,0116404,49471,1996
1055,0120107,38153,1997
1056,0116722,25147,1996
1057,0116242,9716,1996
1059,0117509,454,1996
1060,0117802,10218,1996
1061,0117665,819,1996
1064,0115491,11238,0
1066,0029546,31530,1937
1068,0039286,28120,1947
1073,0067992,252,1971
1076,0055018,16372,1961
1077,0070707,11561,1973
1078,0066808,11302,1971
1079,0095159,623,1988
1080,0079470,583,1979
1081,0084865,12614,1982
1082,0068334,21711,1972
1083,0059243,11575,1965
1084,0061418,475,1967
1085,0052027,11331,1958
1086,0046912,521,1954
1088,0092890,88,1987
1089,0105236,500,1992
1090,0091763,792,1986
1091,0098627,8491,1989
1092,0103772,402,1992
1093,0101761,10537,1991
1094,0104036,11386,1992
1095,0104348,9504,1992
1096,0084707,15764,1982
1097,0083866,601,1982
1099,0029992,25842,1938
1100,0099371,2119,1990
1101,0092099,744,1986
1103,0048545,221,1955
1104,0044081,702,1951
1105,0115885,25750,0
1107,0102336,,1991
1111,0117040,9305,1996
1112,0117284,37616,1995
1114,0116378,21612,1996
1116,0113057,102461,1995
1117,0116581,36998,1996
1119,0112907,116844,1995
1120,0117318,1630,1996
1121,0116422,26626,1995
1123,0117320,124837,1996
1124,0082846,11816,1981
1125,0072081,11843,1975
1126,0101775,10379,1991
1127,0096754,2756,1989
1128,0080749,790,1980
1129,0082340,1103,1981
1130,0082533,11298,1981
1131,0091288,4480,1986
1132,0091480,4481,1986
1135,0081375,10765,1980
1136,0071853,762,1975
1137,0116587,44497,1996
1140,0116212,99479,1996
1144,0116886,124829,1996
1147,0118147,10548,1996
1148,0108598,531,0
1150,0084589,4483,1982
1151,0109781,18919,1994
1156,0034493,61461,1944
1161,0078875,659,1979
1162,0069198,30892,1972
1163,0110521,86369,1994
1167,0116059,38554,1996
1170,0112483,36555,1995
1171,0103850,10608,1992
1172,0095765,11216,1988
1173,0097108,7452,1989
1175,0101700,892,1991
1176,0101765,1600,1991
1177,0101811,26561,1991
1178,0050825,975,1957
1179,0099703,18129,1990
1180,0102014,54405,1991
1183,0116209,409,1996
1184,0102426,38251,1991
1185,0097937,10161,1989
1186,0098724,1412,1989
1187,0105107,41768,1992
1188,0105488,10409,1992
1189,0096257,14285,1988
1190,0101026,2469,1989
1191,0102370,10174,1991
1192,0100332,31225,1990
1193,0073486,510,1975
1194,0078446,11455,1978
1196,0080684,1891,1980
1197,0093779,2493,1987
1198,0082971,85,1981
1199,0088846,68,1985
1200,0090605,679,1986
1201,0060196,429,1966
1202,0094336,13446,1987
1203,0050083,389,1957
1204,0056172,947,1962
1206,0066921,185,1971
1207,0056592,595,1962
1208,0078788,28,1979
1209,0064116,335,1968
1210,0086190,1892,1983
1211,0093191,144,1987
1212,0041959,1092,1949
1213,0099685,769,1990
1214,0078748,348,1979
1215,0106308,766,1992
1216,0095250,175,1988
1217,0089881,11645,1985
1218,0097202,10835,1989
1219,0054215,539,1960
1220,0080455,525,1980
1221,0071562,240,1974
1222,0093058,600,1987
1223,0104361,530,0
1224,0097499,10705,1989
1225,0086879,279,1984
1226,0045061,3109,1952
1227,0087843,311,1984
1228,0081398,1578,1980
1230,0075686,703,1977
1231,0086197,9549,1983
1232,0079944,1398,1979
1233,0082096,387,1981
1234,0070735,9277,1973
1235,0067185,343,1971
1236,0103130,37291,1990
1237,0050976,490,1957
1238,0085859,11235,1983
1240,0088247,218,1984
1241,0103873,763,1992
1242,0097441,9665,1989
1243,0100519,18971,1990
1244,0079522,696,1979
1245,0100150,379,1990
1246,0097165,207,1989
1247,0061722,37247,1967
1248,0052311,1480,1958
1249,0100263,9322,1990
1250,0050212,826,1957
1251,0056801,422,1963
1252,0071315,829,1974
1253,0043456,828,1951
1254,0040897,3090,1948
1255,0092610,9964,1987
1256,0023969,3063,1933
1257,0088794,13667,1985
1258,0081505,694,1980
1259,0092005,235,1986
1260,0022100,832,1931
1261,0092991,765,1987
1262,0057115,5925,1963
1263,0077416,11778,1978
1264,0082269,4485,1981
1265,0107048,137,1993
1266,0105695,33,1992
1267,0056218,982,1962
1268,0100436,8428,1990
1269,0036613,212,1944
1270,0088763,105,1985
1271,0101921,1633,1991
1272,0066206,11202,1970
1273,0090967,1554,1986
1274,0094625,149,1988
1275,0091203,8009,1986
1276,0061512,903,1967
1277,0099334,11673,1990
1278,0072431,3034,1974
1279,0102536,339,1991
1280,0101640,10404,1991
1281,0032553,914,1940
1282,0032455,756,1940
1283,0044706,288,1952
1284,0038355,910,1946
1285,0097493,2640,1988
1286,0081534,16633,1980
1287,0052618,665,1959
1288,0088258,11031,1984
1289,0085809,11314,1982
1290,0094006,15143,1987
1291,0097576,89,1989
1292,0078841,10322,1979
1293,0083987,783,1982
1295,0096332,10644,1988
1296,0091867,11257,1985
1297,0089886,14370,1985
1298,0084503,12104,1982
1299,0087553,625,1984
1300,0089606,8816,1985
1301,0049223,830,1956
1302,0097351,2323,1989
1303,0073341,983,1975
1304,0064115,642,1969
1305,0087884,655,1984
1306,0101458,10341,1991
1307,0098635,639,1989
1310,0116589,30180,1996
1312,0116293,41801,1996
1318,0112537,18762,1995
1320,0103644,8077,1992
1321,0082010,814,1981
1322,0103678,41671,0
1323,0085159,27214,1983
1324,0115535,52263,0
1325,0106262,33519,0
1326,0083550,16235,1982
1327,0078767,11449,1979
1328,0099030,41848,0
1329,0071233,25944,1974
1330,0090655,24913,1986
1331,0075704,49126,1977
1332,0092632,32076,1987
1333,0056869,571,1963
1334,0051418,8851,1958
1335,0082083,37843,1980
1336,0101492,32146,1991
1337,0037549,30346,1945
1339,0103874,6114,1992
1340,0026138,229,1935
1341,0074258,13549,1976
1342,0103919,9529,1992
1343,0101540,1598,1991
1344,0055824,11349,1962
1345,0074285,7340,1976
1346,0083722,6217,1982
1347,0087800,377,1984
1348,0013442,653,1922
1349,0091651,28198,1988
1350,0075005,794,1976
1351,0115710,31640,1996
1352,0115495,8744,1996
1353,0117057,25189,1996
1354,0115751,145,1996
1355,0119791,2212,1997
1356,0117731,199,1996
1357,0117631,7863,1996
1358,0117666,12498,1996
1359,0116705,9279,1996
1361,0117293,17204,1996
1363,0117372,21539,1996
1365,0117477,12709,1996
1366,0115988,20539,1996
1367,0115433,11674,1996
1370,0099423,1573,1990
1371,0079945,152,1979
1372,0102975,174,1991
1373,0098382,172,1989
1374,0084726,154,1982
1375,0088170,157,1984
1376,0092007,168,1986
1377,0103776,364,1992
1378,0096487,11967,1988
1379,0100994,9086,1990
1380,0077631,621,1978
1381,0084021,9037,1982
1382,0100114,10173,1990
1385,0105690,8845,1992
1387,0073195,578,1975
1388,0077766,579,1978
1389,0085750,17692,1983
1390,0117119,17795,1996
1391,0116996,75,1996
1392,0115906,13891,1996
1393,0116695,9390,1996
1394,0093822,378,1987
1395,0094155,10896,1987
1396,0105435,2322,1992
1397,0115633,41240,1996
1398,0116621,26949,1996
1399,0116999,9819,1996
1401,0116410,31908,1996
1405,0115641,3179,1996
1406,0112769,1802,1995
1407,0117571,4232,1996
1408,0104691,9361,1992
1409,0117038,2928,1996
1411,0116477,10549,1996
1412,0117690,58102,1996
1413,0118163,18451,1996
1414,0117091,27265,1996
1415,0118100,49935,1996
1416,0116250,8818,1996
1417,0117364,36758,1996
1419,0067959,36040,1971
1422,0119731,9415,1997
1423,0116506,55146,1995
1425,0119115,12145,1997
1426,0120550,42424,1997
1427,0120390,34314,1997
1428,0112362,2892,1995
1429,0116704,9404,1996
1430,0120414,85242,1996
1431,0118708,9622,1997
1432,0119664,8860,1997
1437,0106535,14832,1993
1438,0118928,9619,1997
1439,0119644,40506,1997
1440,0106266,31000,1993
1441,0106387,4104,1993
1442,0119937,26306,1997
1445,0119640,14908,1997
1446,0116790,784,1996
1447,0119225,12489,1997
1449,0118111,16448,1996
1453,0118691,17894,1997
1454,0120238,28059,1996
1456,0119887,17949,1997
1457,0119141,1968,1997
1458,0120357,61563,1997
1459,0118548,66,1997
1460,0120317,20735,1997
1461,0120434,11419,1997
1464,0116922,638,1997
1465,0120036,25624,1997
1466,0119008,9366,1997
1468,0118750,21915,1997
1473,0118702,19952,1997
1474,0119432,9446,1997
1475,0116743,28005,1996
1476,0119951,9403,1997
1477,0119572,27322,1997
1479,0120053,10003,1997
1480,0120152,9311,1997
1483,0115964,884,1996
1484,0116041,49806,1996
1485,0119528,1624,1997
1487,0120094,16052,1997
1488,0118972,4477,1997
1489,0118829,24662,1997
1490,0118663,18423,1997
1493,0116931,76996,1996
1495,0120389,6499,1997
1496,0118623,50512,1997
1497,0119013,9405,1997
1498,0119381,12723,1997
1499,0118615,9360,1997
1500,0119229,9434,1997
1502,0116783,21626,1996
1503,0118541,13982,1997
1507,0119859,77223,1997
1513,0120032,9611,1997
